100	21.3333	9.53674e-07
200	21.3333	9.53674e-07
300	21.3333	1.90735e-06
400	21.3333	1.90735e-06
500	21.3333	3.09944e-06
600	21.3333	3.09944e-06
700	21.3333	3.8147e-06
800	21.3333	4.05312e-06
900	21.3333	4.05312e-06
1000	21.3333	5.00679e-06
1100	21.3333	5.96046e-06
1200	21.3333	5.96046e-06
1300	21.3333	7.15256e-06
1400	21.3333	7.15256e-06
1500	21.3333	8.10623e-06
1600	21.3333	7.86781e-06
1700	21.3333	9.05991e-06
1800	21.3333	1.09673e-05
1900	21.3333	7.86781e-06
2000	21.3333	9.05991e-06
2100	21.3333	1.00136e-05
2200	21.3333	1.00136e-05
2300	21.3333	1.09673e-05
2400	21.3333	1.09673e-05
2500	21.3333	1.09673e-05
2600	21.3333	1.09673e-05
2700	21.3333	1.19209e-05
2800	21.3333	1.21593e-05
2900	21.3333	1.28746e-05
3000	21.3333	1.28746e-05
3100	21.3333	1.40667e-05
3200	21.3333	1.40667e-05
3300	21.3333	1.38283e-05
3400	21.3333	1.50204e-05
3500	21.3333	1.5974e-05
3600	21.3333	1.62125e-05
3700	21.3333	1.5974e-05
3800	21.3333	1.5974e-05
3900	21.3333	1.69277e-05
4000	21.3333	1.71661e-05
4100	21.3333	1.81198e-05
4200	21.3333	1.90735e-05
4300	21.3333	1.88351e-05
4400	21.3333	1.90735e-05
4500	21.3333	1.97887e-05
4600	21.3333	2.00272e-05
4700	21.3333	2.00272e-05
4800	21.3333	2.09808e-05
4900	21.3333	2.09808e-05
5000	21.3333	2.19345e-05
5100	21.3333	2.28882e-05
5200	21.3333	2.28882e-05
5300	21.3333	2.31266e-05
5400	21.3333	2.31266e-05
5500	21.3333	2.38419e-05
5600	21.3333	2.40803e-05
5700	21.3333	2.47955e-05
5800	21.3333	2.59876e-05
5900	21.3333	2.59876e-05
6000	21.3333	2.59876e-05
6100	21.3333	2.71797e-05
6200	21.3333	2.69413e-05
6300	21.3333	2.81334e-05
6400	21.3333	2.81334e-05
6500	21.3333	2.81334e-05
6600	21.3333	2.88486e-05
6700	21.3333	2.90871e-05
6800	21.3333	3.60012e-05
6900	21.3333	3.50475e-05
7000	21.3333	3.48091e-05
7100	21.3333	3.60012e-05
7200	21.3333	3.79086e-05
7300	21.3333	3.91006e-05
7400	21.3333	3.79086e-05
7500	21.3333	3.88622e-05
7600	21.3333	3.31402e-05
7700	21.3333	3.91006e-05
7800	21.3333	3.91006e-05
7900	21.3333	4.00543e-05
8000	21.3333	4.00543e-05
8100	21.3333	4.1008e-05
8200	21.3333	4.1008e-05
8300	21.3333	4.19617e-05
8400	21.3333	4.19617e-05
8500	21.3333	4.29153e-05
8600	21.3333	4.29153e-05
8700	21.3333	4.29153e-05
8800	21.3333	4.41074e-05
8900	21.3333	4.3869e-05
9000	21.3333	4.60148e-05
9100	21.3333	4.48227e-05
9200	21.3333	4.69685e-05
9300	21.3333	4.60148e-05
9400	21.3333	4.69685e-05
9500	21.3333	4.50611e-05
9600	21.3333	4.19617e-05
9700	21.3333	4.31538e-05
9800	21.3333	4.31538e-05
9900	21.3333	4.29153e-05
10000	21.3333	4.29153e-05
10100	21.3333	4.3869e-05
10200	21.3333	4.50611e-05
10300	21.3333	4.60148e-05
10400	21.3333	4.60148e-05
10500	21.3333	4.60148e-05
10600	21.3333	4.60148e-05
10700	21.3333	4.69685e-05
10800	21.3333	4.79221e-05
10900	21.3333	4.79221e-05
11000	21.3333	4.79221e-05
11100	21.3333	4.79221e-05
11200	21.3333	4.88758e-05
11300	21.3333	4.91142e-05
11400	21.3333	5.00679e-05
