         0.03125               4        0.033574   1998.83433609
          0.0625               4        0.052181   1286.07853433
          0.0625               8        0.032257   2080.44343863
           0.125               4        0.026622   2520.80474795
           0.125               8        0.049281   1361.75937988
           0.125              16        0.033162   2023.66757132
            0.25               4        0.026577   2525.07295782
            0.25               8         0.02697   2488.27823508
            0.25              16        0.049644   1351.80211103
            0.25              32        0.032462   2067.30528002
             0.5               4        0.024561   2732.33435121
             0.5               8        0.024979    2686.6113135
             0.5              16        0.026343   2547.50271419
             0.5              32         0.05227   1283.88873159
             0.5              64        0.032556    2061.3362821
               1               4         0.02486   2699.47160097
               1               8          0.0249    2695.1351004
               1              16        0.025453    2636.5797352
               1              32        0.026331   2548.66370438
               1              64        0.052551   1277.02353904
               1             128         0.03224   2081.54044665
               2               4        0.024577   2730.55556008
               2               8        0.024265   2765.66511436
               2              16        0.024642    2723.3529746
               2              32        0.025042   2679.85240795
               2              64        0.026305   2551.18281695
               2             128        0.049825    1346.8913999
               4               4         0.02466   2721.36512571
               4               8        0.024584   2729.77806704
               4              16        0.024362   2754.65331254
               4              32         0.02483   2702.73314539
               4              64        0.025061   2677.82067755
               4             128         0.02597   2584.09179823
               8               4        0.024725   2714.21087968
               8               8        0.024813   2704.58485471
               8              16        0.024354   2755.55818346
               8              32        0.024561   2732.33435121
               8              64        0.024781    2708.0773173
               8             128        0.024999   2684.46193848
              16               4        0.024332   2758.04964656
              16               8        0.024233   2769.31721207
              16              16        0.024639   2723.68456512
              16              32        0.024029    2792.8279995
              16              64        0.024439   2745.97422153
              16             128        0.024589   2729.22298589
              32               4        0.024002   2795.96966919
              32               8        0.024356      2755.33191
              32              16        0.024445   2745.30022499
              32              32        0.024519   2737.01472328
              32              64        0.024477   2741.71115741
              32             128        0.024245   2767.94654568
              64               4        0.028027   2394.43622221
              64               8        0.037163   1805.79780965
              64              16        0.043321   1549.10699199
              64              32        0.069366   967.460484964
              64              64        0.130625     513.7520689
              64             128        0.129424   518.519470886
             128               4        0.028046   2392.81409114
             128               8         0.03723   1802.54805265
             128              16         0.04349   1543.08723845
             128              32        0.070266   955.068795719
             128              64        0.131858   508.947989504
             128             128        0.133524   502.597765196
             256               4        0.028236   2376.71284885
             256               8        0.037194   1804.29273539
             256              16        0.044094   1521.95001588
             256              32        0.071035   944.729555853
             256              64        0.134997   497.113743268
             256             128        0.135423   495.549973047
             512               4        0.031348   2140.77019268
             512               8        0.045792   1465.51502446
             512              16        0.069801   961.431268893
             512              32        0.117293   572.147221062
             512              64         0.23495   285.630406469
             512             128        0.236316   283.979349684
            1024               4        0.031647    2120.5442538
            1024               8        0.045758   1466.60395996
            1024              16        0.070382    953.49470035
            1024              32        0.118075   568.357941986
            1024              64        0.236025   284.329473573
            1024             128        0.242512   276.723889952
            2048               4        0.031848   2107.16101482
            2048               8        0.045756   1466.66806539
            2048              16        0.070404   953.196750185
            2048              32        0.118578   565.947005347
            2048              64        0.237755   282.260579168
            2048             128        0.239692   279.979573786
            4096               4        0.032478   2066.28684032
            4096               8         0.04702   1427.24083369
            4096              16        0.071395   939.965879964
            4096              32        0.119389   562.102572264
            4096              64        0.238898   280.910112265
            4096             128        0.242863   276.323952187
            8192               4        0.036308   1848.32169219
            8192               8        0.052136    1287.1885837
            8192              16        0.084893   790.511161109
            8192              32        0.146255   458.848340228
            8192              64        0.319641   209.950738485
            8192             128        0.297501   225.575255209
           16384               4         0.05056   1327.31139241
           16384               8        0.096312   696.786111803
           16384              16        0.184527   363.680458686
           16384              32        0.363476   184.630798182
           16384              64        0.726574   92.3634261617
           16384             128        1.298735    51.672484379
           32768               4        0.051035   1314.95765651
           32768               8        0.097871   685.686914408
           32768              16        0.185453   361.864537106
           32768              32        0.363619   184.558188654
           32768              64        0.729013   92.0544132958
           32768             128        1.278229   52.5014406652
